,var_name,importance
9,avg_Density_(g/mL),0.3852329421759245
33,avg_metallic_valence,0.3244521096553839
82,sum_valence_d,0.07386814840747556
24,avg_abs_valence,0.06953257228987184
107,range_Pauling_Electronegativity,0.05776038939116583
119,range_metallic_valence,0.05591161017399408
71,sum_heat_atomization(kJ/mol),0.05261184371609823
100,range_Molar_Heat_Capacity(J/mol_K),0.04767733701052257
51,sum_Critical_Temperature,0.04628686641778051
115,range_heat_of_fusion_(kJ/mol)_,0.04509889842014795
10,avg_Gordy_electonegativity,0.04063563666461021
20,avg_Orbital_Radius(pm),0.040299987525206395
16,avg_Number_of_unfilled_d_valence_electrons,0.03974846709854417
94,range_Critical_Temperature,0.0380953400829567
38,avg_thermal_conductivity_(W/(m_K))_,0.03484231178254501
8,avg_Critical_Temperature,0.03421198250452952
22,avg_Period,0.03210710209613443
124,range_thermal_conductivity_(W/(m_K))_,0.029956903912442732
116,range_heat_of_vaporization_(kJ/mol)_,0.029575710698848245
61,sum_Number_of_unfilled_p_valence_electrons,0.029102443247837083
86,range_1st_ionization_potential_(kJ/mol),0.027805923586694935
6,avg_Cohesive_energy,0.027689454260463552
11,avg_Melting_point_(K),0.02548953180196755
23,avg_Zunger_radii_sum,0.025387814666610952
4,avg_Atomic_Weight,0.024307994494850667
92,range_Cohesive_energy,0.024243180947592882
89,range_Atomic_Radus,0.023562572030896844
123,range_specific_heat_(J/g_K)_,0.022888835542505103
18,avg_Number_of_unfilled_p_valence_electrons,0.0215677074778912
39,avg_valence_d,0.021366790929046437
13,avg_Molar_Denstiy_(mol/ml),0.021352247804112896
95,range_Density_(g/mL),0.020956045035476663
112,range_gilmor_number_of_valence_electron,0.020823817463271298
90,range_Atomic_Weight,0.020260224151443577
15,avg_Nagle_electonegativity,0.01942072942825577
0,avg_1st_ionization_potential_(kJ/mol),0.018930641476861684
21,avg_Pauling_Electronegativity,0.018626266005819844
49,sum_Cohesive_energy,0.01827998854210098
26,avg_gilmor_number_of_valence_electron,0.01792964258369111
41,avg_valence_p,0.017398188573851985
52,sum_Density_(g/mL),0.017191511146465707
99,range_Molar_Denstiy_(mol/ml),0.016906735360286407
96,range_Gordy_electonegativity,0.01605587391481067
12,avg_Mendele_Number,0.016049090687791704
29,avg_heat_of_fusion_(kJ/mol)_,0.016021682066661592
28,avg_heat_atomization(kJ/mol),0.015956942937317517
97,range_Melting_point_(K),0.015494065139830659
73,sum_heat_of_vaporization_(kJ/mol)_,0.015226065033111988
80,sum_specific_heat_(J/g_K)_,0.014273608677489577
87,range_Allred-Rockow_electronegativity,0.014139065498001934
30,avg_heat_of_vaporization_(kJ/mol)_,0.014098144889254904
104,range_Number_of_unfilled_p_valence_electrons,0.01397580895913686
