,avg_metallic_valence,avg_Density_(g/mL),sum_valence_d,range_heat_of_fusion_(kJ/mol)_,avg_abs_valence,range_Pauling_Electronegativity,range_metallic_valence,range_1st_ionization_potential_(kJ/mol),sum_heat_atomization(kJ/mol),range_Density_(g/mL),avg_Gordy_electonegativity,avg_Period,range_Nagle_electonegativity,avg_valence_d,avg_1st_ionization_potential_(kJ/mol),avg_Zunger_radii_sum,sum_Density_(g/mL),avg_heat_of_fusion_(kJ/mol)_,avg_thermal_conductivity_(W/(m_K))_,avg_Molar_Heat_Capacity(J/mol_K),avg_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,range_Critical_Temperature,range_Molar_Heat_Capacity(J/mol_K),avg_Critical_Temperature,avg_Pauling_Electronegativity,range_Allred-Rockow_electronegativity,avg_gilmor_number_of_valence_electron,sum_Cohesive_energy,avg_Orbital_Radius(pm),avg_Number_of_unfilled_p_valence_electrons,avg_Atomic_Weight,avg_number_of_valence_electrons,avg_outer_shell_electrons,range_number_of_valence_electrons,avg_Molar_Denstiy_(mol/ml),sum_Critical_Temperature,avg_Boiling_Point_(K),avg_Melting_point_(K),avg_valence_p,avg_Atomic_Number,range_Molar_Denstiy_(mol/ml),avg_ionic_radius,avg_Covalent_Radius,avg_heat_atomization(kJ/mol),avg_Mendele_Number,sum_heat_of_fusion_(kJ/mol)_,avg_specific_heat_(J/g_K)_,range_Gordy_electonegativity,range_Cohesive_energy,avg_Cohesive_energy,avg_Allred-Rockow_electronegativity,range_valence_p,sum_metallic_valence,avg_Atomic_Radus,range_Number_of_unfilled_p_valence_electrons,range_Atomic_Radus,range_specific_heat_(J/g_K)_,avg_group,range_thermal_conductivity_(W/(m_K))_,range_heat_atomization(kJ/mol),range_Melting_point_(K),range_gilmor_number_of_valence_electron,range_Boiling_Point_(K),avg_l_quantum_number,avg_polarizability(A^3),range_Covalent_Radius,avg_heat_of_vaporization_(kJ/mol)_,sum_thermal_conductivity_(W/(m_K))_,range_heat_of_vaporization_(kJ/mol)_,sum_Number_of_unfilled_p_valence_electrons,sum_Boiling_Point_(K),range_Atomic_Weight,sum_Gordy_electonegativity,range_Atomic_Number,range_Number_of_unfilled_d_valence_electrons,range_Mendele_Number,sum_heat_of_vaporization_(kJ/mol)_,sum_polarizability(A^3),sum_valence_p,avg_families,sum_Number_of_unfilled_d_valence_electrons,sum_Atomic_Weight,sum_specific_heat_(J/g_K)_,avg_Number_of_unfilled_s_valence_electrons,range_valence_d,sum_Molar_Heat_Capacity(J/mol_K),avg_valence_s,sum_Melting_point_(K),range_abs_valence,sum_abs_valence,sum_Nagle_electonegativity,sum_Mendele_Number,range_polarizability(A^3),range_Zunger_radii_sum,sum_Molar_Denstiy_(mol/ml),range_Orbital_Radius(pm),sum_Pauling_Electronegativity,sum_l_quantum_number,range_ionic_radius,sum_group,sum_Zunger_radii_sum,sum_1st_ionization_potential_(kJ/mol),range_families,sum_outer_shell_electrons,sum_Atomic_Number,sum_families,range_outer_shell_electrons,sum_Orbital_Radius(pm),sum_gilmor_number_of_valence_electron,range_group,range_l_quantum_number,sum_Covalent_Radius,sum_Number_of_unfilled_s_valence_electrons,sum_Allred-Rockow_electronegativity,sum_number_of_valence_electrons,sum_Atomic_Radus,sum_Number_of_unfilled_f_valence_electrons,range_Period,sum_Period,sum_ionic_radius,avg_valence_f,sum_valence_s,avg_Number_of_unfilled_f_valence_electrons,range_valence_s,sum_valence_f,range_valence_f,range_Number_of_unfilled_s_valence_electrons,range_Number_of_unfilled_f_valence_electrons
0,3.48,5.421666666666667,20.0,35.22,2.3333333333333335,0.6500000000000001,3.4400000000000004,269.0,1782.0,8.43,4.9816666666666665,3.833333333333333,1.0400000000000005,3.333333333333333,870.6666666666666,1.6033333333333333,32.53,10.783333333333331,153.1183333333333,23.708333333333332,2.03,6.666666666666666,7086.0,2.580000000000002,4550.333333333333,2.2683333333333335,0.7199999999999998,4.333333333333333,18.3,101.53333333333332,3.6666666666666665,64.09333333333333,7.333333333333333,4.0,7.0,0.075,27302.0,1704.4999999999998,808.1166666666667,2.3333333333333335,29.0,0.04,1.2416666666666667,1.2233333333333334,297.0,78.83333333333333,64.7,0.4883333333333333,1.9999999999999996,1.0,3.05,2.25,4.0,20.880000000000003,1.1983333333333333,4.0,0.7699999999999999,0.47,14.0,428.73,98.0,849.2,4.0,2385.3,0.6666666666666666,5.1,0.51,143.57666666666668,918.71,321.09999999999997,22.0,10227.0,75.80000000000001,29.889999999999997,31.0,10.0,23.0,861.4599999999999,30.6,14.0,5.833333333333333,40.0,384.56000000000006,2.9299999999999997,0.3333333333333333,10.0,142.25,1.6666666666666663,4848.700000000001,4.0,14.0,12.18,473.0,5.0,1.2799999999999998,0.45,47.599999999999994,13.61,4.0,0.6000000000000001,84.0,9.62,5224.0,3.0,24.0,174.0,35.0,5.0,609.2,26.0,5.0,1.0,7.34,2.0,13.5,44.0,7.1899999999999995,84.0,2.0,23.0,7.45,0.0,10.0,14.0,1.0,0.0,0.0,1.0,0.0
1,3.48,6.781666666666666,20.0,30.249999999999996,2.3333333333333335,0.6199999999999999,3.4400000000000004,210.0,1626.0,5.71,4.9366666666666665,4.333333333333333,0.8600000000000001,3.333333333333333,841.1666666666666,1.6983333333333333,40.69,13.268333333333333,153.2433333333333,24.958333333333332,1.94,6.666666666666666,6643.0,2.110000000000003,4771.833333333333,2.253333333333333,0.56,4.333333333333333,17.13,106.93333333333332,3.6666666666666665,87.53833333333333,7.333333333333333,4.0,7.0,0.075,28631.0,1824.65,860.2166666666667,2.3333333333333335,38.0,0.04,1.3166666666666669,1.2933333333333334,271.0,79.33333333333333,79.61,0.2933333333333333,1.9099999999999997,1.39,2.855,2.17,4.0,20.880000000000003,1.2733333333333334,4.0,0.6199999999999999,0.08,14.0,428.48,150.0,745.0000000000001,4.0,2145.0,0.6666666666666666,5.55,0.3700000000000001,157.52666666666667,919.46,293.2,22.0,10947.9,35.260000000000005,29.62,15.0,10.0,24.0,945.16,33.3,14.0,5.833333333333333,40.0,525.23,1.76,0.3333333333333333,10.0,149.75,1.6666666666666663,5161.3,4.0,14.0,11.64,476.0,4.1000000000000005,1.09,0.45,36.8,13.52,4.0,0.4500000000000002,84.0,10.19,5047.0,3.0,24.0,228.0,35.0,5.0,641.5999999999999,26.0,5.0,1.0,7.76,2.0,13.02,44.0,7.64,84.0,1.0,26.0,7.9,0.0,10.0,14.0,1.0,0.0,0.0,1.0,0.0
2,2.1885714285714286,7.745714285714285,70.0,9.005,2.8571428571428568,0.7300000000000002,5.44,277.0,1057.0,8.57,5.6667,5.142857142857142,0.8200000000000001,9.999999999999998,928.7142857142856,1.9328571428571428,54.22,8.025,124.02,26.74600142857143,1.9314285714285715,0.0,6661.0,2.532009999999996,2852.9999999999995,2.357142857142857,0.5999999999999999,4.714285714285714,11.010000000000002,112.48571428571428,3.1428571428571423,131.99,8.857142857142858,4.571428571428571,5.0,0.0610428571428571,19971.0,1061.292857142857,607.3071428571429,2.8571428571428568,55.14285714285714,0.06,1.4714285714285713,1.41,151.0,83.57142857142857,56.175,0.2084285714285714,4.3969000000000005,2.28,1.572857142857143,2.1342857142857143,5.0,15.32,1.3728571428571428,5.0,0.56,0.1009999999999999,14.57142857142857,428.55,223.0,1000.9,6.0,2028.0,0.8571428571428571,5.885714285714285,0.1999999999999999,91.91271428571427,868.14,229.83,22.0,7429.049999999999,92.72,39.6669,33.0,0.0,31.0,643.389,41.2,20.0,6.285714285714286,0.0,923.93,1.459,0.2857142857142857,0.0,187.22201,1.7142857142857142,4251.15,5.0,20.0,13.52,585.0,2.9000000000000004,0.8200000000000001,0.4273,24.19999999999999,16.5,6.0,0.2000000000000001,102.0,13.53,6501.0,4.0,32.0,386.0,44.0,6.0,787.4,33.0,6.0,2.0,9.87,2.0,14.94,62.0,9.61,84.0,1.0,36.0,10.3,2.0,12.0,12.0,1.0,14.0,14.0,1.0,14.0
3,0.7933333333333332,2.4247619047619047,65.0,31.78,3.8571428571428568,1.51,5.78,630.0,5140.0,10.5,7.245238095238094,3.0,2.3600000000000003,3.095238095238095,1170.190476190476,0.9723809523809523,50.92,4.236190476190476,47.53428571428571,18.543333333333333,3.0438095238095233,6.904761904761904,9295.42,12.44,1421.4342857142856,3.0866666666666664,2.1399999999999997,5.714285714285714,53.84,69.37142857142857,2.3809523809523805,49.68,6.666666666666666,5.476190476190476,5.0,0.0223809523809523,29850.12,616.4833333333333,365.4071428571429,3.619047619047618,21.9047619047619,0.11,0.888095238095238,0.9547619047619048,244.76190476190476,84.85714285714286,88.96,0.6880952380952381,4.819999999999999,5.71,2.563809523809524,3.104285714285714,5.0,16.66,0.7866666666666665,5.0,1.42,0.7100000000000001,15.238095238095235,428.97,551.0,2835.4,5.0,4795.0,0.9523809523809524,2.8409523809523805,0.8,58.56666666666666,998.22,594.59,50.0,12946.15,110.9,152.14999999999998,45.0,10.0,46.0,1229.9,59.66,76.0,6.761904761904761,145.0,1043.28,14.45,0.1428571428571428,10.0,389.41,1.857142857142857,7673.550000000001,5.0,81.0,63.92,1782.0,12.010000000000002,2.25,0.47,107.0,64.82,20.0,1.0,320.0,20.42,24574.0,4.0,115.0,460.0,142.0,6.0,1456.8,120.0,11.0,2.0,20.049999999999997,3.0,65.19,140.0,16.52,294.0,3.0,63.0,18.65,0.0,39.0,13.999999999999998,1.0,0.0,0.0,1.0,0.0
4,3.626666666666667,7.0,20.0,11.08,1.3333333333333333,1.51,5.44,583.0,817.0,10.5,5.356666666666666,4.0,2.17,6.666666666666666,925.3333333333331,1.7433333333333332,21.0,7.606666666666667,286.01,21.806666666666665,2.173333333333333,3.333333333333333,7325.42,10.63,5038.193333333333,2.433333333333333,1.7399999999999998,3.333333333333333,8.52,100.73333333333332,4.666666666666667,77.24666666666666,9.333333333333332,2.6666666666666665,5.0,0.0666666666666666,15114.58,1686.8166666666666,841.6833333333334,1.3333333333333333,34.0,0.1,1.2666666666666666,1.2633333333333334,272.3333333333333,72.33333333333333,22.82,0.4666666666666666,4.52,0.33,2.84,2.4499999999999997,4.0,10.88,1.2599999999999998,4.0,1.17,0.68,12.666666666666666,428.97,35.0,1180.4,4.0,2395.0,0.3333333333333333,5.53,0.8,168.19,858.03,247.17,14.0,5060.45,91.87,16.07,39.0,10.0,22.0,504.5700000000001,16.59,4.0,5.0,10.0,231.74,1.4,0.6666666666666666,10.0,65.42,1.3333333333333333,2525.05,4.0,4.0,6.52,217.0,7.11,1.91,0.2,83.6,7.3,1.0,1.0,38.0,5.2299999999999995,2776.0,3.0,8.0,102.0,15.0,5.0,302.2,10.0,5.0,1.0,3.79,2.0,7.35,28.0,3.78,42.0,3.0,12.0,3.8,0.0,4.0,13.999999999999998,1.0,0.0,0.0,1.0,0.0
5,3.3320000000000003,6.6000000000000005,30.0,17.380000000000003,1.6,1.51,5.78,583.0,1444.0,12.0,5.646,3.8,2.17,6.0,978.8,1.63,33.0,8.128,185.97200000000004,21.136000000000003,2.35,4.0,7325.42,10.82,4473.832,2.588,2.0199999999999996,3.8000000000000007,15.03,80.78,4.4,70.83200000000001,8.8,2.8000000000000003,5.0,0.062,22369.16,1712.75,881.3900000000001,1.6,31.2,0.11,1.16,1.166,288.8,73.2,40.64,0.512,4.579999999999999,1.27,3.006,2.51,4.0,16.66,1.19,4.0,1.21,0.68,12.8,428.97,129.0,1772.4,4.0,3323.0,0.8,4.436,0.8,172.996,929.86,353.59,22.0,8563.75,91.87,28.229999999999997,39.0,10.0,25.0,864.9800000000001,22.18,8.0,5.200000000000001,20.0,354.16,2.56,0.8,10.0,105.68,1.2000000000000002,4406.950000000001,4.0,8.0,11.75,366.0,7.11,1.98,0.31,83.6,12.94,4.0,1.0,64.0,8.15,4894.0,3.0,14.0,156.0,26.0,6.0,403.9,19.0,6.0,2.0,5.83,4.0,12.55,44.0,5.95,70.0,3.0,19.0,5.8,0.0,6.0,14.0,2.0,0.0,0.0,2.0,0.0
6,4.293333333333334,7.69,20.0,9.58,1.3333333333333333,0.6500000000000001,3.4400000000000004,269.0,847.0,8.43,4.516666666666666,4.333333333333333,1.0400000000000005,6.666666666666666,820.6666666666666,1.9533333333333331,23.07,8.106666666666666,286.09,24.49,1.7966666666666666,3.333333333333333,6166.0,2.580000000000002,5424.666666666666,2.1466666666666665,0.7199999999999998,3.333333333333333,8.75,112.73333333333332,4.666666666666667,82.60333333333332,9.333333333333332,2.6666666666666665,5.0,0.0866666666666666,16274.0,1896.05,952.0833333333334,1.3333333333333333,36.666666666666664,0.04,1.4,1.36,282.3333333333333,72.66666666666666,24.32,0.3966666666666666,1.9999999999999996,0.1,2.916666666666667,2.11,4.0,12.88,1.393333333333333,4.0,0.7699999999999999,0.47,12.666666666666666,428.73,5.0,849.2,4.0,1767.3000000000002,0.3333333333333333,6.233333333333333,0.51,170.32000000000002,858.27,240.78,14.0,5688.150000000001,75.80000000000001,13.55,31.0,10.0,23.0,510.96,18.7,4.0,5.0,10.0,247.81,1.19,0.6666666666666666,10.0,73.47,1.3333333333333333,2856.25,4.0,4.0,5.390000000000001,218.0,5.0,1.2799999999999998,0.26,47.599999999999994,6.4399999999999995,1.0,0.6000000000000001,38.0,5.859999999999999,2462.0,3.0,8.0,110.0,15.0,5.0,338.2,10.0,5.0,1.0,4.08,2.0,6.33,28.0,4.18,42.0,2.0,13.0,4.2,0.0,4.0,13.999999999999998,1.0,0.0,0.0,1.0,0.0
7,3.48,7.113333333333333,30.0,4.61,2.3333333333333335,0.6199999999999999,3.4400000000000004,232.0,1551.0,5.71,4.928333333333333,4.5,0.8600000000000001,5.0,832.3333333333333,1.7516666666666665,42.68,8.283333333333333,154.36,25.576666666666668,1.9216666666666664,5.0,5723.0,1.6799999999999995,4340.0,2.245,0.6100000000000001,4.333333333333333,16.42,109.43333333333332,3.6666666666666665,95.22166666666666,7.333333333333333,3.6666666666666665,7.0,0.0733333333333333,26040.0,1731.3166666666668,740.9833333333333,2.3333333333333335,41.0,0.04,1.35,1.325,258.5,79.5,49.7,0.2783333333333333,1.9099999999999997,0.6800000000000002,2.736666666666667,2.1416666666666666,4.0,20.880000000000003,1.3066666666666666,4.0,0.6199999999999999,0.09,14.0,428.48,75.0,745.0000000000001,4.0,1585.0,0.6666666666666666,5.816666666666666,0.3700000000000001,151.67666666666665,926.16,258.1,22.0,10387.9,39.75,29.57,16.0,10.0,24.0,910.06,34.9,14.0,5.666666666666666,30.0,571.3299999999999,1.67,0.3333333333333333,10.0,153.46,1.6666666666666663,4445.9,4.0,14.0,11.53,477.0,4.1000000000000005,1.09,0.44,36.8,13.47,4.0,0.4500000000000002,84.0,10.51,4994.0,3.0,22.0,246.0,34.0,5.0,656.5999999999999,26.0,5.0,1.0,7.949999999999999,2.0,12.85,44.0,7.84,84.0,1.0,27.0,8.1,0.0,10.0,14.0,1.0,0.0,0.0,1.0,0.0
8,3.617142857142857,6.2057142857142855,30.0,25.98,2.142857142857143,0.6500000000000001,3.4400000000000004,269.0,1991.0,8.43,4.895714285714285,4.0,1.0400000000000005,4.285714285714286,877.1428571428571,1.694285714285714,43.440000000000005,9.537142857142856,191.11571428571423,24.154285714285713,1.99,5.7142857142857135,6166.0,2.580000000000002,4068.857142857142,2.244285714285714,0.7199999999999998,4.142857142857142,20.360000000000003,104.12857142857143,3.8571428571428568,70.67714285714285,8.0,3.714285714285714,6.0,0.0799999999999999,28482.0,1499.8785714285714,850.4928571428571,2.142857142857143,31.714285714285715,0.04,1.2785714285714285,1.262857142857143,284.4285714285714,77.57142857142857,66.76,0.4542857142857142,1.9999999999999996,0.1099999999999998,2.9085714285714284,2.227142857142857,4.0,25.32,1.2471428571428569,4.0,0.7699999999999999,0.47,13.714285714285715,428.73,23.0,849.2,4.0,1767.3000000000002,0.5714285714285714,5.242857142857143,0.51,116.55714285714286,1337.81,240.78,27.0,10499.15,75.80000000000001,34.269999999999996,31.0,10.0,23.0,815.9,36.7,15.0,5.571428571428571,40.0,494.74,3.1799999999999997,0.4285714285714285,10.0,169.08,1.5714285714285712,5953.450000000001,4.0,15.0,13.93,543.0,5.0,1.2799999999999998,0.56,47.599999999999994,15.71,4.0,0.6000000000000001,96.0,11.86,6140.0,3.0,26.0,222.0,39.0,5.0,728.9,29.0,5.0,1.0,8.84,3.0,15.59,56.0,8.729999999999999,98.0,2.0,28.0,8.950000000000001,0.0,11.0,14.0,1.0,0.0,0.0,1.0,0.0
9,3.617142857142857,7.371428571428572,30.0,21.01,2.142857142857143,0.6199999999999999,3.4400000000000004,216.0,1835.0,5.71,4.857142857142857,4.428571428571429,0.8600000000000001,4.285714285714286,851.8571428571429,1.7757142857142854,51.60000000000001,11.667142857142856,191.22285714285712,25.22571428571428,1.9128571428571428,5.7142857142857135,5723.0,0.6300000000000026,4258.714285714285,2.2314285714285713,0.56,4.142857142857142,19.19,108.75714285714284,3.8571428571428568,90.77285714285712,8.0,3.714285714285714,6.0,0.0799999999999999,29811.0,1602.8642857142854,895.15,2.142857142857143,39.42857142857143,0.04,1.3428571428571427,1.3228571428571427,262.1428571428571,78.0,81.67000000000002,0.2871428571428571,1.9099999999999997,0.5,2.741428571428571,2.1585714285714284,4.0,25.32,1.3114285714285714,4.0,0.6199999999999999,0.09,13.714285714285715,428.48,75.0,745.0000000000001,4.0,1595.0,0.5714285714285714,5.628571428571428,0.3700000000000001,128.51428571428573,1338.56,215.82,27.0,11220.05,32.95,34.0,14.0,10.0,24.0,899.6,39.400000000000006,15.0,5.571428571428571,40.0,635.4100000000001,2.01,0.4285714285714285,10.0,176.58,1.5714285714285712,6266.05,4.0,15.0,13.39,546.0,4.1000000000000005,1.09,0.56,36.8,15.62,4.0,0.4500000000000002,96.0,12.43,5963.0,3.0,26.0,276.0,39.0,5.0,761.3,29.0,5.0,1.0,9.259999999999998,3.0,15.11,56.0,9.18,98.0,1.0,31.0,9.4,0.0,11.0,14.0,1.0,0.0,0.0,1.0,0.0
